FID,ID,COMPANY,SAMPLE,TYPE,MESH,DATUM,PROJECTION,EASTING,NORTHING,LONGITUDE,LATITUDE,WGS84,WGS840,REPORTNO,LITHOLOGY,HORIZON,REGOLITH,METHOD,AG_PPB,AS_,AU_PPB,AU1_PPB,AU2_PPB,BI,CO,CU,HG,MO,NI,PB,PT_PPB,SB,SN,TE,U,W,ZN
2547,3160269,NW,DS3339, , ,MGA94,MGA56,428170,7098478,152.281,-26.2315,152.281,-26.2315, , , , ,BLEG,40,0.00005,0.3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2548,3160270,NW,DS3340, , ,MGA94,MGA56,428186,7098396,152.281,-26.2323,152.281,-26.2323, , , , ,BLEG,20,0.00005,0.49,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0
2549,3160271,NW,DS3341, , ,MGA94,MGA56,428180,7098283,152.281,-26.2333,152.281,-26.2333, , , , ,BLEG,20,0.00005,0.32,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0
2550,3160272,NW,DS3342, , ,MGA94,MGA56,428281,7098412,152.282,-26.2321,152.282,-26.2321, , , , ,BLEG,10,0.1,0.26,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0
2551,3160273,NW,DS3343, , ,MGA94,MGA56,428395,7098407,152.283,-26.2322,152.283,-26.2322, , , , ,BLEG,0.00005,0.00005,0.00005,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0
2552,3160274,NW,DS3344, , ,MGA94,MGA56,428347,7098346,152.283,-26.2327,152.283,-26.2327, , , , ,BLEG,20,0.00005,0.16,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0
2553,3160275,NW,DS3345, , ,MGA94,MGA56,426717,7099201,152.266,-26.2249,152.266,-26.2249, , , , ,BLEG,20,0,0.65,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0
2554,3160276,NW,DS3346, , ,MGA94,MGA56,426713,7099240,152.266,-26.2246,152.266,-26.2246, , , , ,BLEG,20,0,0.54,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0
2555,3160277,NW,DS3347, , ,MGA94,MGA56,426707,7099270,152.266,-26.2243,152.266,-26.2243, , , , ,BLEG,80,0,0.7,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0
2556,3160278,NW,DS3348, , ,MGA94,MGA56,426703,7099315,152.266,-26.2239,152.266,-26.2239, , , , ,BLEG,20,0,1.53,0,0,0,0,13.1,0,0,0,0,0,0,0,0,0,0,0
2557,3160279,NW,DS3349, , ,MGA94,MGA56,426711,7099356,152.266,-26.2235,152.266,-26.2235, , , , ,BLEG,70,0,2.12,0,0,0,0,44.2,0,0,0,0,0,0,0,0,0,0,0
2558,3160280,NW,DS3350, , ,MGA94,MGA56,426698,7099398,152.266,-26.2231,152.266,-26.2231, , , , ,BLEG,60,0,12,0,0,0,0,20.8,0,0,0,0,0,0,0,0,0,0,0
2559,3160281,NW,DS3351, , ,MGA94,MGA56,426629,7099149,152.265,-26.2254,152.265,-26.2254, , , , ,BLEG,20,0,1.64,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2560,3160282,NW,DS3352, , ,MGA94,MGA56,426589,7099241,152.265,-26.2245,152.265,-26.2245, , , , ,BLEG,30,0,0.28,0,0,0,0,39.7,0,0,0,0,0,0,0,0,0,0,0
2561,3160283,NW,DS3353, , ,MGA94,MGA56,426602,7099281,152.265,-26.2242,152.265,-26.2242, , , , ,BLEG,20,0,0.48,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0
2562,3160284,NW,DS3354, , ,MGA94,MGA56,426605,7099320,152.265,-26.2238,152.265,-26.2238, , , , ,BLEG,30,0,0.97,0,0,0,0,13.3,0,0,0,0,0,0,0,0,0,0,0
2563,3160285,NW,DS3355, , ,MGA94,MGA56,426604,7099365,152.265,-26.2234,152.265,-26.2234, , , , ,BLEG,60,0,2.33,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0
2564,3160286,NW,DS3356, , ,MGA94,MGA56,426620,7099067,152.265,-26.2261,152.265,-26.2261, , , , ,BLEG,10,0,0.26,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0
2565,3160287,NW,DS3357, , ,MGA94,MGA56,426612,7099021,152.265,-26.2265,152.265,-26.2265, , , , ,BLEG,10,0,0.43,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0
2566,3160288,NW,DS3358, , ,MGA94,MGA56,426506,7099165,152.264,-26.2252,152.264,-26.2252, , , , ,BLEG,20,0,0.31,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0
2567,3160289,NW,DS3359, , ,MGA94,MGA56,426500,7099200,152.264,-26.2249,152.264,-26.2249, , , , ,BLEG,20,0,1.2,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0
2568,3160290,NW,DS3360, , ,MGA94,MGA56,426503,7099228,152.264,-26.2247,152.264,-26.2247, , , , ,BLEG,20,0,0.6,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0
2569,3160291,NW,DS3361, , ,MGA94,MGA56,426485,7099300,152.264,-26.224,152.264,-26.224, , , , ,BLEG,10,0,11,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0
2570,3160292,NW,DS3362, , ,MGA94,MGA56,426488,7099337,152.264,-26.2237,152.264,-26.2237, , , , ,BLEG,10,0,0.25,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2571,3160293,NW,DS3363, , ,MGA94,MGA56,426515,7099110,152.264,-26.2257,152.264,-26.2257, , , , ,BLEG,30,0,0.28,0,0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0
2572,3160294,NW,DS3364, , ,MGA94,MGA56,426513,7099080,152.264,-26.226,152.264,-26.226, , , , ,BLEG,20,0,0.66,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0
2573,3160295,NW,DS3365, , ,MGA94,MGA56,426607,7098860,152.265,-26.228,152.265,-26.228, , , , ,BLEG,10,0,0.05,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0
2574,3160296,NW,DS3366, , ,MGA94,MGA56,426601,7098800,152.265,-26.2285,152.265,-26.2285, , , , ,BLEG,40,0,0.09,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0
2575,3160297,NW,DS3367, , ,MGA94,MGA56,426591,7098941,152.265,-26.2273,152.265,-26.2273, , , , ,BLEG,10,0,0.28,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0
2576,3160298,NW,DS3368, , ,MGA94,MGA56,426591,7098981,152.265,-26.2269,152.265,-26.2269, , , , ,BLEG,10,0,0.28,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0
2577,3160299,NW,DS3369, , ,MGA94,MGA56,426704,7098939,152.266,-26.2273,152.266,-26.2273, , , , ,BLEG,0.00005,0,0.00005,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0
2578,3160300,NW,DS3370, , ,MGA94,MGA56,426713,7098990,152.266,-26.2268,152.266,-26.2268, , , , ,BLEG,40,0,0.13,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0
2579,3160301,NW,DS3371, , ,MGA94,MGA56,426710,7098842,152.266,-26.2282,152.266,-26.2282, , , , ,BLEG,0.00005,0,0.17,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0
2580,3160302,NW,DS3372, , ,MGA94,MGA56,426710,7098790,152.266,-26.2286,152.266,-26.2286, , , , ,BLEG,20,0,0.05,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0
2581,3160303,NW,DS3373, , ,MGA94,MGA56,426490,7098870,152.264,-26.2279,152.264,-26.2279, , , , ,BLEG,50,0,0.25,0,0,0,0,21.1,0,0,0,0,0,0,0,0,0,0,0
2582,3160304,NW,DS3374, , ,MGA94,MGA56,426500,7098807,152.264,-26.2285,152.264,-26.2285, , , , ,BLEG,20,0,0.17,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0
2583,3160305,NW,DS3375, , ,MGA94,MGA56,426490,7098855,152.264,-26.228,152.264,-26.228, , , , ,BLEG,120,0,0.25,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0
2584,3160306,NW,DS3376, , ,MGA94,MGA56,426481,7098999,152.264,-26.2267,152.264,-26.2267, , , , ,BLEG,20,0,0.38,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0
2585,3160307,NW,DS3377, , ,MGA94,MGA56,426491,7099050,152.264,-26.2263,152.264,-26.2263, , , , ,BLEG,40,0,4.95,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0
2586,3160308,NW,DS3378, , ,MGA94,MGA56,427112,7099766,152.27,-26.2198,152.27,-26.2198, , , , ,BLEG,40,0,10.8,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0
2587,3160309,NW,DS3379, , ,MGA94,MGA56,427149,7099727,152.271,-26.2202,152.271,-26.2202, , , , ,BLEG,30,0,8.93,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0
2588,3160310,NW,DS3380, , ,MGA94,MGA56,427150,7099628,152.271,-26.2211,152.271,-26.2211, , , , ,BLEG,20,0,4.76,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0
2589,3160311,NW,DS3381, , ,MGA94,MGA56,427032,7099579,152.27,-26.2215,152.27,-26.2215, , , , ,BLEG,10,0,4.2,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0
2590,3160312,NW,DS3382, , ,MGA94,MGA56,426997,7099634,152.269,-26.221,152.269,-26.221, , , , ,BLEG,10,0,4.61,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0
2591,3160313,NW,DS3383, , ,MGA94,MGA56,427085,7099511,152.27,-26.2221,152.27,-26.2221, , , , ,BLEG,20,0,6.76,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0
2592,3160314,NW,DS3384, , ,MGA94,MGA56,426693,7099135,152.266,-26.2255,152.266,-26.2255, , , , ,BLEG,10,0,0.38,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
2593,3160315,NW,DS3385, , ,MGA94,MGA56,426736,7099066,152.267,-26.2261,152.267,-26.2261, , , , ,BLEG,20,0,0.07,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2594,3160316,NW,DS3386, , ,MGA94,MGA56,426709,7099025,152.266,-26.2265,152.266,-26.2265, , , , ,BLEG,10,0,0.14,0,0,0,0,12.9,0,0,0,0,0,0,0,0,0,0,0
2595,3160317,NW,DS3387, , ,MGA94,MGA56,426806,7099120,152.267,-26.2256,152.267,-26.2256, , , , ,BLEG,10,0,0.26,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
2596,3160318,NW,DS3388, , ,MGA94,MGA56,426803,7099188,152.267,-26.225,152.267,-26.225, , , , ,BLEG,30,0,2.73,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0
2597,3160319,NW,DS3389, , ,MGA94,MGA56,426795,7099233,152.267,-26.2246,152.267,-26.2246, , , , ,BLEG,20,0,1.16,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0
2598,3160320,NW,DS3390, , ,MGA94,MGA56,426782,7099273,152.267,-26.2243,152.267,-26.2243, , , , ,BLEG,30,0,0.7,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0
2599,3160321,NW,DS3391, , ,MGA94,MGA56,426802,7099325,152.267,-26.2238,152.267,-26.2238, , , , ,BLEG,30,0,1.37,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0
2600,3160322,NW,DS3392, , ,MGA94,MGA56,426798,7099365,152.267,-26.2234,152.267,-26.2234, , , , ,BLEG,30,0,12,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0
2601,3160323,NW,DS3393, , ,MGA94,MGA56,426400,7098898,152.263,-26.2276,152.263,-26.2276, , , , ,BLEG,20,0,0.12,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0
2602,3160324,NW,DS3394, , ,MGA94,MGA56,426394,7098948,152.263,-26.2272,152.263,-26.2272, , , , ,BLEG,10,0,0.31,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2603,3160325,NW,DS3395, , ,MGA94,MGA56,426396,7099004,152.263,-26.2267,152.263,-26.2267, , , , ,BLEG,20,0,0.14,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0
2604,3160326,NW,DS3396, , ,MGA94,MGA56,426384,7099185,152.263,-26.225,152.263,-26.225, , , , ,BLEG,20,0,0.29,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0
2605,3160327,NW,DS3397, , ,MGA94,MGA56,426433,7099222,152.264,-26.2247,152.264,-26.2247, , , , ,BLEG,20,0,0.29,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0
2606,3160328,NW,DS3398, , ,MGA94,MGA56,426393,7098860,152.263,-26.228,152.263,-26.228, , , , ,BLEG,30,0,0.13,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0
2607,3160329,NW,DS3399, , ,MGA94,MGA56,426389,7098807,152.263,-26.2285,152.263,-26.2285, , , , ,BLEG,10,0,0.24,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
2608,3160330,NW,DS3400, , ,MGA94,MGA56,426413,7098753,152.263,-26.2289,152.263,-26.2289, , , , ,BLEG,10,0,0.12,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0
2609,3160331,AMC,DS3401, , ,MGA94,MGA56,430987,7105513,152.309,-26.1681,152.309,-26.1681, , , , ,BLEG,20,0.00005,0.09,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0
2610,3160332,AMC,DS3402, , ,MGA94,MGA56,430894,7105493,152.308,-26.1683,152.308,-26.1683, , , , ,BLEG,10,0.00005,0.00005,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0
2611,3160333,AMC,DS3403, , ,MGA94,MGA56,430811,7105459,152.308,-26.1686,152.308,-26.1686, , , , ,BLEG,50,0.00005,0.06,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0
2612,3160334,AMC,DS3404, , ,MGA94,MGA56,430738,7105417,152.307,-26.169,152.307,-26.169, , , , ,BLEG,50,0.00005,0.00005,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0
2613,3160335,AMC,DS3405, , ,MGA94,MGA56,430681,7105366,152.306,-26.1694,152.306,-26.1694, , , , ,BLEG,20,0.00005,0.07,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
2614,3160336,AMC,DS3406, , ,MGA94,MGA56,430022,7105905,152.3,-26.1645,152.3,-26.1645, , , , ,BLEG,0.00005,0.00005,0.67,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0
2615,3160337,AMC,DS3407, , ,MGA94,MGA56,429908,7105959,152.299,-26.1641,152.299,-26.1641, , , , ,BLEG,10,0.00005,0.05,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0
2616,3160338,AMC,DS3408, , ,MGA94,MGA56,429920,7106138,152.299,-26.1624,152.299,-26.1624, , , , ,BLEG,10,0.00005,0.08,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0
2617,3160339,AMC,DS3409, , ,MGA94,MGA56,429974,7106281,152.299,-26.1611,152.299,-26.1611, , , , ,BLEG,0.00005,0.00005,0.07,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0
2618,3160340,AMC,DS3410, , ,MGA94,MGA56,429934,7106475,152.299,-26.1594,152.299,-26.1594, , , , ,BLEG,10,0.00005,0.2,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0
2619,3160341,AMC,DS3411, , ,MGA94,MGA56,429854,7106548,152.298,-26.1587,152.298,-26.1587, , , , ,BLEG,10,0.00005,0.35,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0
2620,3160342,AMC,DS3412, , ,MGA94,MGA56,429801,7106643,152.298,-26.1579,152.298,-26.1579, , , , ,BLEG,30,0.00005,0.8,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0
2621,3160343,AMC,DS3413, , ,MGA94,MGA56,429717,7106735,152.297,-26.157,152.297,-26.157, , , , ,BLEG,30,0.00005,3.48,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0
2622,3160344,AMC,DS3414, , ,MGA94,MGA56,429683,7106849,152.296,-26.156,152.296,-26.156, , , , ,BLEG,50,0.00005,0.79,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0
2623,3160345,AMC,DS3415, , ,MGA94,MGA56,429719,7106972,152.297,-26.1549,152.297,-26.1549, , , , ,BLEG,10,0.00005,0.17,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0
2624,3160562,NW,DS3658, , ,MGA94,MGA56,428276,7096985,152.282,-26.245,152.282,-26.245, , , , ,BLEG,10,0.9,0.05,0,0,0,0,1.7,0,0,19,0,0,0,0,0,0,0,0
2625,3160563,NW,DS3659, , ,MGA94,MGA56,428226,7096986,152.281,-26.245,152.281,-26.245, , , , ,BLEG,10,0.3,0.06,0,0,0,0,0.8,0,0,182,0,0,0,0,0,0,0,0
2626,3160564,NW,DS3660, , ,MGA94,MGA56,428179,7096986,152.281,-26.245,152.281,-26.245, , , , ,BLEG,10,0.7,0.31,0,0,0,0,0.3,0,0,133,0,0,0,0,0,0,0,0
2627,3160565,NW,DS3661, , ,MGA94,MGA56,428123,7096989,152.28,-26.245,152.28,-26.245, , , , ,BLEG,10,0.1,0.32,0,0,0,0,0.8,0,0,169,0,0,0,0,0,0,0,0
2628,3160566,NW,DS3662, , ,MGA94,MGA56,428082,7096980,152.28,-26.245,152.28,-26.245, , , , ,BLEG,10,0.5,0.1,0,0,0,0,0.1,0,0,110,0,0,0,0,0,0,0,0
2629,3160567,NW,DS3663, , ,MGA94,MGA56,427982,7096978,152.279,-26.245,152.279,-26.245, , , , ,BLEG,10,0.01,0.05,0,0,0,0,2.6,0,0,65.5,0,0,0,0,0,0,0,0
2630,3160568,NW,DS3664, , ,MGA94,MGA56,428034,7096958,152.279,-26.2452,152.279,-26.2452, , , , ,BLEG,10,0.5,0.05,0,0,0,0,1.2,0,0,38.1,0,0,0,0,0,0,0,0
2631,3160569,NW,DS3665, , ,MGA94,MGA56,427383,7097483,152.273,-26.2405,152.273,-26.2405, , , , ,BLEG,20,0.01,0.05,0,0,0,0,2.2,0,0,37.4,0,0,0,0,0,0,0,0
2632,3160570,NW,DS3666, , ,MGA94,MGA56,427449,7097454,152.274,-26.2407,152.274,-26.2407, , , , ,BLEG,10,0.4,0.05,0,0,0,0,2.6,0,0,40.7,0,0,0,0,0,0,0,0
2633,3160571,NW,DS3667, , ,MGA94,MGA56,427510,7097451,152.274,-26.2408,152.274,-26.2408, , , , ,BLEG,10,0.4,0.1,0,0,0,0,2.6,0,0,88.3,0,0,0,0,0,0,0,0
2634,3160572,NW,DS3668, , ,MGA94,MGA56,427567,7097467,152.275,-26.2406,152.275,-26.2406, , , , ,BLEG,10,0.2,0.05,0,0,0,0,0.6,0,0,176,0,0,0,0,0,0,0,0
2635,3160573,NW,DS3669, , ,MGA94,MGA56,427617,7097463,152.275,-26.2406,152.275,-26.2406, , , , ,BLEG,10,0.6,0.05,0,0,0,0,0.01,0,0,247,0,0,0,0,0,0,0,0
2636,3160574,NW,DS3670, , ,MGA94,MGA56,427670,7097480,152.276,-26.2405,152.276,-26.2405, , , , ,BLEG,10,0.7,0.05,0,0,0,0,0.2,0,0,259,0,0,0,0,0,0,0,0
2637,3160575,NW,DS3671, , ,MGA94,MGA56,427716,7097492,152.276,-26.2404,152.276,-26.2404, , , , ,BLEG,10,0.3,0.1,0,0,0,0,1.4,0,0,177,0,0,0,0,0,0,0,0
2638,3160576,NW,DS3672, , ,MGA94,MGA56,427768,7097501,152.277,-26.2403,152.277,-26.2403, , , , ,BLEG,10,0.3,0.33,0,0,0,0,0.6,0,0,225,0,0,0,0,0,0,0,0
2639,3160577,NW,DS3673, , ,MGA94,MGA56,427819,7097534,152.277,-26.24,152.277,-26.24, , , , ,BLEG,20,0.2,0.9,0,0,0,0,8.5,0,0,13.2,0,0,0,0,0,0,0,0
2640,3160578,NW,DS3674, , ,MGA94,MGA56,427888,7097531,152.278,-26.24,152.278,-26.24, , , , ,BLEG,20,0.4,0.24,0,0,0,0,1.5,0,0,2.7,0,0,0,0,0,0,0,0
2641,3160579,NW,DS3675, , ,MGA94,MGA56,427807,7097801,152.277,-26.2376,152.277,-26.2376, , , , ,BLEG,10,0.3,0.63,0,0,0,0,4.4,0,0,109,0,0,0,0,0,0,0,0
2642,3160580,NW,DS3676, , ,MGA94,MGA56,427563,7097773,152.275,-26.2378,152.275,-26.2378, , , , ,BLEG,10,0.9,0.93,0,0,0,0,5.2,0,0,18.4,0,0,0,0,0,0,0,0
2643,3160581,NW,DS3677, , ,MGA94,MGA56,427632,7097801,152.275,-26.2376,152.275,-26.2376, , , , ,BLEG,20,0.5,0.29,0,0,0,0,3.8,0,0,9,0,0,0,0,0,0,0,0
2644,3160582,NW,DS3678, , ,MGA94,MGA56,427460,7097839,152.274,-26.2372,152.274,-26.2372, , , , ,BLEG,10,0.8,0.23,0,0,0,0,3.9,0,0,43.8,0,0,0,0,0,0,0,0
2645,3160583,NW,DS3679, , ,MGA94,MGA56,427400,7097824,152.273,-26.2374,152.273,-26.2374, , , , ,BLEG,10,0.1,0.11,0,0,0,0,6.2,0,0,42.9,0,0,0,0,0,0,0,0
2646,3160584,NW,DS3680, , ,MGA94,MGA56,427343,7097807,152.273,-26.2375,152.273,-26.2375, , , , ,BLEG,10,0.2,0.05,0,0,0,0,4.3,0,0,33.8,0,0,0,0,0,0,0,0
2647,3160585,NW,DS3681, , ,MGA94,MGA56,427294,7097820,152.272,-26.2374,152.272,-26.2374, , , , ,BLEG,100,0.5,0.14,0,0,0,0,3.2,0,0,20.7,0,0,0,0,0,0,0,0
2648,3160586,NW,DS3682, , ,MGA94,MGA56,427101,7098135,152.27,-26.2346,152.27,-26.2346, , , , ,BLEG,10,0.5,0.05,0,0,0,0,0.4,0,0,87.9,0,0,0,0,0,0,0,0
2649,3160587,NW,DS3683, , ,MGA94,MGA56,427041,7098147,152.27,-26.2344,152.27,-26.2344, , , , ,BLEG,10,5.9,0.05,0,0,0,0,1.4,0,0,52.9,0,0,0,0,0,0,0,0
2650,3160588,NW,DS3684, , ,MGA94,MGA56,426973,7098123,152.269,-26.2347,152.269,-26.2347, , , , ,BLEG,10,0.3,0.05,0,0,0,0,0.5,0,0,72,0,0,0,0,0,0,0,0
2651,3160589,NW,DS3685, , ,MGA94,MGA56,426943,7098098,152.269,-26.2349,152.269,-26.2349, , , , ,BLEG,10,0.3,0.05,0,0,0,0,0.4,0,0,101,0,0,0,0,0,0,0,0
2652,3160590,NW,DS3686, , ,MGA94,MGA56,427144,7098195,152.271,-26.234,152.271,-26.234, , , , ,BLEG,10,0.5,0.05,0,0,0,0,1.4,0,0,95.2,0,0,0,0,0,0,0,0
2653,3160591,NW,DS3687, , ,MGA94,MGA56,427220,7098388,152.271,-26.2323,152.271,-26.2323, , , , ,BLEG,10,0.1,0.06,0,0,0,0,0.5,0,0,83.2,0,0,0,0,0,0,0,0
2654,3160592,NW,DS3688, , ,MGA94,MGA56,427250,7098425,152.272,-26.2319,152.272,-26.2319, , , , ,BLEG,10,0.1,0.1,0,0,0,0,3.1,0,0,119,0,0,0,0,0,0,0,0
2655,3160593,NW,DS3689, , ,MGA94,MGA56,427332,7098465,152.272,-26.2316,152.272,-26.2316, , , , ,BLEG,10,0.4,0.16,0,0,0,0,3.3,0,0,48.2,0,0,0,0,0,0,0,0
2656,3160605,NW,DS3701, , ,MGA94,MGA56,426893,7099148,152.268,-26.2254,152.268,-26.2254, , , , ,BLEG,10,0,0.25,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0
2657,3160606,NW,DS3702, , ,MGA94,MGA56,426899,7099104,152.268,-26.2258,152.268,-26.2258, , , , ,BLEG,20,0,1.12,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
2658,3160607,NW,DS3703, , ,MGA94,MGA56,426921,7099026,152.268,-26.2265,152.268,-26.2265, , , , ,BLEG,10,0,0.06,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2659,3160608,NW,DS3704, , ,MGA94,MGA56,426896,7098985,152.268,-26.2269,152.268,-26.2269, , , , ,BLEG,10,0,0.06,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0
2660,3160609,NW,DS3705, , ,MGA94,MGA56,426891,7098943,152.268,-26.2272,152.268,-26.2272, , , , ,BLEG,20,0,0.09,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0
2661,3160610,NW,DS3706, , ,MGA94,MGA56,426903,7099208,152.268,-26.2249,152.268,-26.2249, , , , ,BLEG,10,0,0.58,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0
2662,3160611,NW,DS3707, , ,MGA94,MGA56,426900,7099263,152.268,-26.2244,152.268,-26.2244, , , , ,BLEG,30,0,1.02,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0
2663,3160612,NW,DS3708, , ,MGA94,MGA56,426880,7099336,152.268,-26.2237,152.268,-26.2237, , , , ,BLEG,20,0,0.76,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0
2664,3160613,NW,DS3709, , ,MGA94,MGA56,427030,7099093,152.269,-26.2259,152.269,-26.2259, , , , ,BLEG,10,0,0.65,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0
2665,3160614,NW,DS3710, , ,MGA94,MGA56,427005,7099144,152.269,-26.2254,152.269,-26.2254, , , , ,BLEG,10,0,0.87,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0
2666,3160615,NW,DS3711, , ,MGA94,MGA56,427004,7099190,152.269,-26.225,152.269,-26.225, , , , ,BLEG,20,0,0.55,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0
2667,3160616,NW,DS3712, , ,MGA94,MGA56,426998,7099240,152.269,-26.2246,152.269,-26.2246, , , , ,BLEG,20,0,1.1,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0
2668,3160617,NW,DS3713, , ,MGA94,MGA56,426395,7099259,152.263,-26.2244,152.263,-26.2244, , , , ,BLEG,10,0,0.45,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0
2669,3160618,NW,DS3714, , ,MGA94,MGA56,426404,7099292,152.263,-26.2241,152.263,-26.2241, , , , ,BLEG,10,0,1.01,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0
2670,3160619,NW,DS3715, , ,MGA94,MGA56,426409,7099343,152.263,-26.2236,152.263,-26.2236, , , , ,BLEG,0.00005,0,0.34,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
2671,3160620,NW,DS3716, , ,MGA94,MGA56,426210,7098948,152.261,-26.2272,152.261,-26.2272, , , , ,BLEG,0.00005,0,0.33,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0
2672,3160621,NW,DS3717, , ,MGA94,MGA56,426202,7098856,152.261,-26.228,152.261,-26.228, , , , ,BLEG,10,0,0.24,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0
2673,3160622,NW,DS3718, , ,MGA94,MGA56,426187,7098690,152.261,-26.2295,152.261,-26.2295, , , , ,BLEG,20,0,0.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
