FID,ID,COMPANY,SAMPLE,TYPE,MESH,DATUM,PROJECTION,EASTING,NORTHING,LONGITUDE,LATITUDE,WGS84,WGS840,REPORTNO,LITHOLOGY,HORIZON,REGOLITH,METHOD,AG_PPB,AS_,AU_PPB,AU1_PPB,AU2_PPB,BI,CO,CU,HG,MO,NI,PB,PT_PPB,SB,SN,TE,U,W,ZN
1706,3155720,NW,DS3359, , ,MGA94,MGA56,426500,7099200,152.264,-26.2249,152.264,-26.2249, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,3155721,NW,DS3360, , ,MGA94,MGA56,426503,7099228,152.264,-26.2247,152.264,-26.2247, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,3155722,NW,DS3361, , ,MGA94,MGA56,426485,7099300,152.264,-26.224,152.264,-26.224, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,3155723,NW,DS3362, , ,MGA94,MGA56,426488,7099337,152.264,-26.2237,152.264,-26.2237, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,3155724,NW,DS3363, , ,MGA94,MGA56,426515,7099110,152.264,-26.2257,152.264,-26.2257, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,3155725,NW,DS3364, , ,MGA94,MGA56,426513,7099080,152.264,-26.226,152.264,-26.226, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,3155726,NW,DS3365, , ,MGA94,MGA56,426607,7098860,152.265,-26.228,152.265,-26.228, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,3155727,NW,DS3366, , ,MGA94,MGA56,426601,7098800,152.265,-26.2285,152.265,-26.2285, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,3155728,NW,DS3367, , ,MGA94,MGA56,426591,7098941,152.265,-26.2273,152.265,-26.2273, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,3155729,NW,DS3368, , ,MGA94,MGA56,426591,7098981,152.265,-26.2269,152.265,-26.2269, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,3155730,NW,DS3369, , ,MGA94,MGA56,426704,7098939,152.266,-26.2273,152.266,-26.2273, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,3155731,NW,DS3370, , ,MGA94,MGA56,426713,7098990,152.266,-26.2268,152.266,-26.2268, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,3155732,NW,DS3371, , ,MGA94,MGA56,426710,7098842,152.266,-26.2282,152.266,-26.2282, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,3155733,NW,DS3372, , ,MGA94,MGA56,426710,7098790,152.266,-26.2286,152.266,-26.2286, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,3155734,NW,DS3373, , ,MGA94,MGA56,426490,7098870,152.264,-26.2279,152.264,-26.2279, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,3155735,NW,DS3374, , ,MGA94,MGA56,426500,7098807,152.264,-26.2285,152.264,-26.2285, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,3155736,NW,DS3375, , ,MGA94,MGA56,426490,7098855,152.264,-26.228,152.264,-26.228, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,3155737,NW,DS3376, , ,MGA94,MGA56,426481,7098999,152.264,-26.2267,152.264,-26.2267, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,3155738,NW,DS3377, , ,MGA94,MGA56,426491,7099050,152.264,-26.2263,152.264,-26.2263, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,3155739,NW,DS3378, , ,MGA94,MGA56,427112,7099766,152.27,-26.2198,152.27,-26.2198, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,3155740,NW,DS3379, , ,MGA94,MGA56,427149,7099727,152.271,-26.2202,152.271,-26.2202, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,3155741,NW,DS3380, , ,MGA94,MGA56,427150,7099628,152.271,-26.2211,152.271,-26.2211, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,3155742,NW,DS3381, , ,MGA94,MGA56,427032,7099579,152.27,-26.2215,152.27,-26.2215, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,3155743,NW,DS3382, , ,MGA94,MGA56,426997,7099634,152.269,-26.221,152.269,-26.221, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,3155744,NW,DS3383, , ,MGA94,MGA56,427085,7099511,152.27,-26.2221,152.27,-26.2221, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,3155745,NW,DS3384, , ,MGA94,MGA56,426693,7099135,152.266,-26.2255,152.266,-26.2255, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,3155746,NW,DS3385, , ,MGA94,MGA56,426736,7099066,152.267,-26.2261,152.267,-26.2261, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,3155747,NW,DS3386, , ,MGA94,MGA56,426709,7099025,152.266,-26.2265,152.266,-26.2265, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,3155748,NW,DS3387, , ,MGA94,MGA56,426806,7099120,152.267,-26.2256,152.267,-26.2256, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,3155749,NW,DS3388, , ,MGA94,MGA56,426803,7099188,152.267,-26.225,152.267,-26.225, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,3155750,NW,DS3389, , ,MGA94,MGA56,426795,7099233,152.267,-26.2246,152.267,-26.2246, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,3155751,NW,DS3390, , ,MGA94,MGA56,426782,7099273,152.267,-26.2243,152.267,-26.2243, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,3155752,NW,DS3391, , ,MGA94,MGA56,426802,7099325,152.267,-26.2238,152.267,-26.2238, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,3155753,NW,DS3392, , ,MGA94,MGA56,426798,7099365,152.267,-26.2234,152.267,-26.2234, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,3155754,NW,DS3393, , ,MGA94,MGA56,426400,7098898,152.263,-26.2276,152.263,-26.2276, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,3155755,NW,DS3394, , ,MGA94,MGA56,426394,7098948,152.263,-26.2272,152.263,-26.2272, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,3155756,NW,DS3395, , ,MGA94,MGA56,426396,7099004,152.263,-26.2267,152.263,-26.2267, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,3155757,NW,DS3396, , ,MGA94,MGA56,426384,7099185,152.263,-26.225,152.263,-26.225, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,3155758,NW,DS3397, , ,MGA94,MGA56,426433,7099222,152.264,-26.2247,152.264,-26.2247, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,3155759,NW,DS3398, , ,MGA94,MGA56,426393,7098860,152.263,-26.228,152.263,-26.228, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,3155760,NW,DS3399, , ,MGA94,MGA56,426389,7098807,152.263,-26.2285,152.263,-26.2285, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,3155761,NW,DS3400, , ,MGA94,MGA56,426413,7098753,152.263,-26.2289,152.263,-26.2289, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,3155762,AMC,DS3401, , ,MGA94,MGA56,430987,7105513,152.309,-26.1681,152.309,-26.1681, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,3155763,AMC,DS3402, , ,MGA94,MGA56,430894,7105493,152.308,-26.1683,152.308,-26.1683, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,3155764,AMC,DS3403, , ,MGA94,MGA56,430811,7105459,152.308,-26.1686,152.308,-26.1686, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,3155765,AMC,DS3404, , ,MGA94,MGA56,430738,7105417,152.307,-26.169,152.307,-26.169, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,3155766,AMC,DS3405, , ,MGA94,MGA56,430681,7105366,152.306,-26.1694,152.306,-26.1694, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,3155767,AMC,DS3406, , ,MGA94,MGA56,430022,7105905,152.3,-26.1645,152.3,-26.1645, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,3155768,AMC,DS3407, , ,MGA94,MGA56,429908,7105959,152.299,-26.1641,152.299,-26.1641, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,3155769,AMC,DS3408, , ,MGA94,MGA56,429920,7106138,152.299,-26.1624,152.299,-26.1624, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,3155770,AMC,DS3409, , ,MGA94,MGA56,429974,7106281,152.299,-26.1611,152.299,-26.1611, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,3155771,AMC,DS3410, , ,MGA94,MGA56,429934,7106475,152.299,-26.1594,152.299,-26.1594, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,3155772,AMC,DS3411, , ,MGA94,MGA56,429854,7106548,152.298,-26.1587,152.298,-26.1587, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,3155773,AMC,DS3412, , ,MGA94,MGA56,429801,7106643,152.298,-26.1579,152.298,-26.1579, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,3155774,AMC,DS3413, , ,MGA94,MGA56,429717,7106735,152.297,-26.157,152.297,-26.157, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,3155775,AMC,DS3414, , ,MGA94,MGA56,429683,7106849,152.296,-26.156,152.296,-26.156, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,3155776,AMC,DS3415, , ,MGA94,MGA56,429719,7106972,152.297,-26.1549,152.297,-26.1549, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,3155861,JB/AW,DS3501, , ,MGA94,MGA56,429600,7101150,152.295,-26.2075,152.295,-26.2075, , , , , ,200,7,0.00005,0,0,0,11,14,0,0,7,0,0,0,0,0,0,0,0
1764,3155862,JB/AW,DS3502, , ,MGA94,MGA56,429030,7101148,152.29,-26.2074,152.29,-26.2074, , , , , ,0.00005,5,0.00005,0,0,0,4,21,0,0,18,0,0,0,0,0,0,0,0
1765,3155863,JB/AW,DS3503, , ,MGA94,MGA56,429051,7101150,152.29,-26.2074,152.29,-26.2074, , , , , ,0.00005,9,0.00005,0,0,0,34,84,0,0,452,0,0,0,0,0,0,0,0
1766,3155864,JB/AW,DS3504, , ,MGA94,MGA56,429073,7101149,152.29,-26.2074,152.29,-26.2074, , , , , ,0.00005,14,30,0,0,0,34,163,0,0,382,0,0,0,0,0,0,0,0
1767,3155865,JB/AW,DS3505, , ,MGA94,MGA56,429100,7101153,152.29,-26.2074,152.29,-26.2074, , , , , ,0.00005,11,10,0,0,0,53,102,0,0,350,0,0,0,0,0,0,0,0
1768,3155866,JB/AW,DS3506, , ,MGA94,MGA56,429126,7101147,152.291,-26.2075,152.291,-26.2075, , , , , ,0.00005,17,0.00005,0,0,0,118,71,0,0,2670,0,0,0,0,0,0,0,0
1769,3155867,JB/AW,DS3507, , ,MGA94,MGA56,429152,7101146,152.291,-26.2075,152.291,-26.2075, , , , , ,200,16,0.00005,0,0,0,126,80,0,0,2510,0,0,0,0,0,0,0,0
1770,3155868,JB/AW,DS3508, , ,MGA94,MGA56,429177,7101150,152.291,-26.2074,152.291,-26.2074, , , , , ,4500,32,20,0,0,0,116,408,0,0,2310,0,0,0,0,0,0,0,0
1771,3155869,JB/AW,DS3509, , ,MGA94,MGA56,429202,7101150,152.291,-26.2074,152.291,-26.2074, , , , , ,1700,18,10,0,0,0,104,141,0,0,1815,0,0,0,0,0,0,0,0
1772,3155870,JB/AW,DS3510, , ,MGA94,MGA56,429228,7101149,152.292,-26.2074,152.292,-26.2074, , , , , ,3300,20,10,0,0,0,84,660,0,0,660,0,0,0,0,0,0,0,0
1773,3155871,JB/AW,DS3511, , ,MGA94,MGA56,429252,7101149,152.292,-26.2075,152.292,-26.2075, , , , , ,0.00005,3,0.00005,0,0,0,49,57,0,0,400,0,0,0,0,0,0,0,0
1774,3155872,JB/AW,DS3512, , ,MGA94,MGA56,429275,7101152,152.292,-26.2074,152.292,-26.2074, , , , , ,1300,13,0.00005,0,0,0,118,374,0,0,433,0,0,0,0,0,0,0,0
1775,3155873,JB/AW,DS3513, , ,MGA94,MGA56,429300,7101149,152.292,-26.2075,152.292,-26.2075, , , , , ,1000,11,0.00005,0,0,0,64,73,0,0,173,0,0,0,0,0,0,0,0
1776,3155874,JB/AW,DS3514, , ,MGA94,MGA56,429325,7101150,152.293,-26.2074,152.293,-26.2074, , , , , ,300,3,0.00005,0,0,0,15,26,0,0,82,0,0,0,0,0,0,0,0
1777,3155875,JB/AW,DS3515, , ,MGA94,MGA56,429350,7101150,152.293,-26.2074,152.293,-26.2074, , , , , ,400,17,10,0,0,0,263,126,0,0,1685,0,0,0,0,0,0,0,0
1778,3155876,JB/AW,DS3516, , ,MGA94,MGA56,429375,7101150,152.293,-26.2074,152.293,-26.2074, , , , , ,0.00005,6,0.00005,0,0,0,21,16,0,0,25,0,0,0,0,0,0,0,0
1779,3155877,JB/AW,DS3517, , ,MGA94,MGA56,429400,7101150,152.293,-26.2074,152.293,-26.2074, , , , , ,0.00005,5,0.00005,0,0,0,29,15,0,0,22,0,0,0,0,0,0,0,0
1780,3155878,JB/AW,DS3518, , ,MGA94,MGA56,429425,7101150,152.294,-26.2074,152.294,-26.2074, , , , , ,0.00005,5,0.00005,0,0,0,22,12,0,0,19,0,0,0,0,0,0,0,0
1781,3155879,JB/AW,DS3519, , ,MGA94,MGA56,429450,7101150,152.294,-26.2075,152.294,-26.2075, , , , , ,0.00005,9,0.00005,0,0,0,26,113,0,0,43,0,0,0,0,0,0,0,0
1782,3155880,JB/AW,DS3520, , ,MGA94,MGA56,429473,7101150,152.294,-26.2075,152.294,-26.2075, , , , , ,0.00005,6,0.00005,0,0,0,44,18,0,0,30,0,0,0,0,0,0,0,0
1783,3155881,JB/AW,DS3521, , ,MGA94,MGA56,429500,7101151,152.294,-26.2074,152.294,-26.2074, , , , , ,0.00005,5,0.00005,0,0,0,12,16,0,0,28,0,0,0,0,0,0,0,0
1784,3155882,JB/AW,DS3522, , ,MGA94,MGA56,429525,7101150,152.295,-26.2075,152.295,-26.2075, , , , , ,0.00005,2,0.00005,0,0,0,3,7,0,0,4,0,0,0,0,0,0,0,0
1785,3155883,JB/AW,DS3523, , ,MGA94,MGA56,429550,7101150,152.295,-26.2075,152.295,-26.2075, , , , , ,0.00005,5,0.00005,0,0,0,3,19,0,0,4,0,0,0,0,0,0,0,0
1786,3155884,JB/AW,DS3524, , ,MGA94,MGA56,429575,7101150,152.295,-26.2075,152.295,-26.2075, , , , , ,200,4,0.00005,0,0,0,3,12,0,0,5,0,0,0,0,0,0,0,0
1787,3156017,NW,DS3658, , ,MGA94,MGA56,428276,7096985,152.282,-26.245,152.282,-26.245, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,3156018,NW,DS3659, , ,MGA94,MGA56,428226,7096986,152.281,-26.245,152.281,-26.245, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,3156019,NW,DS3660, , ,MGA94,MGA56,428179,7096986,152.281,-26.245,152.281,-26.245, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,3156020,NW,DS3661, , ,MGA94,MGA56,428123,7096989,152.28,-26.245,152.28,-26.245, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,3156021,NW,DS3662, , ,MGA94,MGA56,428082,7096980,152.28,-26.245,152.28,-26.245, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,3156022,NW,DS3663, , ,MGA94,MGA56,427982,7096978,152.279,-26.245,152.279,-26.245, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,3156023,NW,DS3664, , ,MGA94,MGA56,428034,7096958,152.279,-26.2452,152.279,-26.2452, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,3156024,NW,DS3665, , ,MGA94,MGA56,427383,7097483,152.273,-26.2405,152.273,-26.2405, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,3156025,NW,DS3666, , ,MGA94,MGA56,427449,7097454,152.274,-26.2407,152.274,-26.2407, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,3156026,NW,DS3667, , ,MGA94,MGA56,427510,7097451,152.274,-26.2408,152.274,-26.2408, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,3156027,NW,DS3668, , ,MGA94,MGA56,427567,7097467,152.275,-26.2406,152.275,-26.2406, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,3156028,NW,DS3669, , ,MGA94,MGA56,427617,7097463,152.275,-26.2406,152.275,-26.2406, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,3156029,NW,DS3670, , ,MGA94,MGA56,427670,7097480,152.276,-26.2405,152.276,-26.2405, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,3156030,NW,DS3671, , ,MGA94,MGA56,427716,7097492,152.276,-26.2404,152.276,-26.2404, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,3156031,NW,DS3672, , ,MGA94,MGA56,427768,7097501,152.277,-26.2403,152.277,-26.2403, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,3156032,NW,DS3673, , ,MGA94,MGA56,427819,7097534,152.277,-26.24,152.277,-26.24, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,3156033,NW,DS3674, , ,MGA94,MGA56,427888,7097531,152.278,-26.24,152.278,-26.24, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,3156034,NW,DS3675, , ,MGA94,MGA56,427807,7097801,152.277,-26.2376,152.277,-26.2376, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,3156035,NW,DS3676, , ,MGA94,MGA56,427563,7097773,152.275,-26.2378,152.275,-26.2378, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,3156036,NW,DS3677, , ,MGA94,MGA56,427632,7097801,152.275,-26.2376,152.275,-26.2376, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,3156037,NW,DS3678, , ,MGA94,MGA56,427460,7097839,152.274,-26.2372,152.274,-26.2372, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,3156038,NW,DS3679, , ,MGA94,MGA56,427400,7097824,152.273,-26.2374,152.273,-26.2374, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,3156039,NW,DS3680, , ,MGA94,MGA56,427343,7097807,152.273,-26.2375,152.273,-26.2375, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,3156040,NW,DS3681, , ,MGA94,MGA56,427294,7097820,152.272,-26.2374,152.272,-26.2374, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,3156041,NW,DS3682, , ,MGA94,MGA56,427101,7098135,152.27,-26.2346,152.27,-26.2346, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,3156042,NW,DS3683, , ,MGA94,MGA56,427041,7098147,152.27,-26.2344,152.27,-26.2344, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,3156043,NW,DS3684, , ,MGA94,MGA56,426973,7098123,152.269,-26.2347,152.269,-26.2347, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,3156044,NW,DS3685, , ,MGA94,MGA56,426943,7098098,152.269,-26.2349,152.269,-26.2349, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,3156045,NW,DS3686, , ,MGA94,MGA56,427144,7098195,152.271,-26.234,152.271,-26.234, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,3156046,NW,DS3687, , ,MGA94,MGA56,427220,7098388,152.271,-26.2323,152.271,-26.2323, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,3156047,NW,DS3688, , ,MGA94,MGA56,427250,7098425,152.272,-26.2319,152.272,-26.2319, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,3156048,NW,DS3689, , ,MGA94,MGA56,427332,7098465,152.272,-26.2316,152.272,-26.2316, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,3156060,NW,DS3701, , ,MGA94,MGA56,426893,7099148,152.268,-26.2254,152.268,-26.2254, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,3156061,NW,DS3702, , ,MGA94,MGA56,426899,7099104,152.268,-26.2258,152.268,-26.2258, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,3156062,NW,DS3703, , ,MGA94,MGA56,426921,7099026,152.268,-26.2265,152.268,-26.2265, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,3156063,NW,DS3704, , ,MGA94,MGA56,426896,7098985,152.268,-26.2269,152.268,-26.2269, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,3156064,NW,DS3705, , ,MGA94,MGA56,426891,7098943,152.268,-26.2272,152.268,-26.2272, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,3156065,NW,DS3706, , ,MGA94,MGA56,426903,7099208,152.268,-26.2249,152.268,-26.2249, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,3156066,NW,DS3707, , ,MGA94,MGA56,426900,7099263,152.268,-26.2244,152.268,-26.2244, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,3156067,NW,DS3708, , ,MGA94,MGA56,426880,7099336,152.268,-26.2237,152.268,-26.2237, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,3156068,NW,DS3709, , ,MGA94,MGA56,427030,7099093,152.269,-26.2259,152.269,-26.2259, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,3156069,NW,DS3710, , ,MGA94,MGA56,427005,7099144,152.269,-26.2254,152.269,-26.2254, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,3156070,NW,DS3711, , ,MGA94,MGA56,427004,7099190,152.269,-26.225,152.269,-26.225, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,3156071,NW,DS3712, , ,MGA94,MGA56,426998,7099240,152.269,-26.2246,152.269,-26.2246, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,3156072,NW,DS3713, , ,MGA94,MGA56,426395,7099259,152.263,-26.2244,152.263,-26.2244, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,3156073,NW,DS3714, , ,MGA94,MGA56,426404,7099292,152.263,-26.2241,152.263,-26.2241, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,3156074,NW,DS3715, , ,MGA94,MGA56,426409,7099343,152.263,-26.2236,152.263,-26.2236, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,3156075,NW,DS3716, , ,MGA94,MGA56,426210,7098948,152.261,-26.2272,152.261,-26.2272, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,3156076,NW,DS3717, , ,MGA94,MGA56,426202,7098856,152.261,-26.228,152.261,-26.228, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,3156077,NW,DS3718, , ,MGA94,MGA56,426187,7098690,152.261,-26.2295,152.261,-26.2295, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,3156078,NW,DS3719, , ,MGA94,MGA56,426200,7098989,152.261,-26.2268,152.261,-26.2268, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,3156079,NW,DS3720, , ,MGA94,MGA56,426209,7098989,152.261,-26.2268,152.261,-26.2268, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,3156080,NW,DS3721, , ,MGA94,MGA56,426204,7099040,152.261,-26.2263,152.261,-26.2263, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,3156081,NW,DS3722, , ,MGA94,MGA56,426280,7099018,152.262,-26.2265,152.262,-26.2265, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,3156082,NW,DS3723, , ,MGA94,MGA56,426289,7098962,152.262,-26.227,152.262,-26.227, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,3157082,AMC,DS4725, , ,MGA94,MGA56,427002,7106400,152.27,-26.1599,152.27,-26.1599, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,3157083,AMC,DS4726, , ,MGA94,MGA56,427051,7106402,152.27,-26.1599,152.27,-26.1599, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
